bn_words_of_interest,frequency_count
দেয়া।এখনো,4
পলায়নের,4
বিপর্যয়ের,4
পেয়েছ।,4
(‘আয়িশাহ্‌),4
বানোয়াট,4
উক্বিয়্যার,4
প্রিয়বস্তু,4
নাড়িয়ে,4
বর্গায়,4
যায়নি।এখনো,4
ব্যয়ভার,4
ওয়াক্কাস-,4
যুল-হুলায়ফাতে,4
অবয়ব,4
হুযায়ফাহ্,4
দিয়েছেন।”,4
বেড়িয়ে,4
'উমায়র,4
বিষয়েও,4
দেয়ালে),4
বয়স্কদের,4
সমপর্যায়ের,4
"নিয়েছিলেন,",4
এলাকায়),4
হওয়ায়),4
(‘উরওয়াহ্),4
‘উমায়স,4
শয়তান।,4
রয়েছে।’,4
পিপাসায়,4
লাগায়।,4
ব্যথায়,4
বুঝিয়েছেন?,4
পড়ায়,4
ফিরাসিয়াহ,4
সংশয়ে,4
"গিয়েছিলাম,",4
ওয়াসীলায়,4
(ক্বিয়ামত,4
"না।
‘আয়িশা",4
বয়ঃপ্রাপ্ত,4
ইলায়কা,4
দিয়েছেনঃ,4
বায়ান,4
হুওয়াইয়িসাহ,4
ই’য়ালা,4
খয়রাম্‌,4
ইয়াজূজ,4
হয়েছি।এখনো,4
নিয়ন্ত্রণের,4
প্রয়োগে,4
ওয়ালীদের,4
বর্ণিতঃমু’আবিয়াহ,4
[‘আয়িশাহ্,4
পাছায়,4
হয়েছো?,4
চেয়েছিল।,4
(বিষয়টি,4
খোঁয়াড়েও,4
নির্দ্বিধায়,4
হালুয়া,4
আওয়ানাহ্‌,4
খুযায়মা,4
সুহায়ব!,4
দুন্‌ইয়ার,4
হারূরিয়্যা,4
আয়াস,4
মিসওয়াকের,4
কালিমায়,4
পার্শ্বপ্রতিক্রিয়া,4
কুলায়,4
সুবায়’আহ্,4
খায়বারবাসী,4
হয়েছে।(ই.ফা.,4
সময়সীমা,4
হূরায়রাহ্‌,4
সায়িবা,4
আত্নীয়-স্বজন,4
আবায়া,4
উকীয়্যাহ্,4
যুহায়র-এর,4
‘কিয়ামাত,4
রায়াহ,4
খুওয়াইলিদ,4
সময়টুকু,4
দাঁড়িয়েছেন।,4
নিরাপত্তায়,4
যাওয়াটা,4
রাস্তায়),4
মরীচিকাময়,4
ওয়াহী।,4
ময়দার,4
আদায়কারী),4
(ইয়াহ্‌ইয়া,4
(ত্বওয়াফ,4
পর্যায়ে),4
‘উলাইয়্যাহ্‌,4
বিস্ময়বোধ,4
নি’য়ামত,4
যথাবস্থায়,4
যারওয়ান,4
ইয়াস্রিব,4
(দাঁড়িয়ে),4
"সাওয়াব,",4
‘আওয়ানার,4
ওয়াহুওয়া,4
ন্যায়’,4
(যায়নাব),4
সিজ্‌দায়,4
"লাগিয়েছে,",4
জানায়নি,4
পেরিয়ে,4
খাইয়েছেন,4
বুহায়নাহ্‌,4
খাওয়ালেন।,4
ন্যায়ানুগ,4
রুযায়ক,4
আয়াতও,4
"হয়।
রাবী",4
যুবায়র!,4
দুয়া,4
"চেয়েছিল,",4
তাক্ওয়া,4
লোকালয়ে,4
কান্নায়,4
বর্ণিতঃকায়স,4
নিয়ম।,4
শয়তানকে,4
শাফিয়ীর,4
(তাহিয়্যাতুল,4
মুয়ায্‌যিনকে,4
দয়াশীল,4
সুহায়ম,4
পায়ে),4
গ্রহণীয়,4
ইয়াহুদীরা,4
দুর্গন্ধময়,4
ফিদ্‌ইয়া,4
যুবায়ের,4
"বিনিময়ে,",4
‘আও্ওয়াম,4
নিয়েও,4
মাদায়িনে,4
মুহায়্যিসাহ,4
জানোয়ারকে,4
চরায়,4
দেয়ার),4
রিওয়ায়াতটি,4
আহ্ওয়াস,4
বায়’আতে,4
যায়;,4
ইয়ামীন,4
'উয়াইনাহ,4
নয়-,4
হুয়ায়্যী,4
ওয়ায়িলকে,4
শ্রেয়।,4
"আত্মীয়-স্বজন,",4
শানূয়াহ,4
মাহ্‌ইয়া-,4
পরিচয়ের,4
আকওয়া’র,4
‘উরওয়াহ্‌কে,4
কায়লুলা,4
পড়িয়েছেন,4
"নিয়েছ,",4
ইয়ামামাহ,4
ওয়া’দাকৃত,4
হিদায়াতকারী,4
বর্ণিতঃউভয়,4
‘উকায়ম,4
যেথায়,4
গোছায়,4
সময়ের।,4
মুয়াত্তা,4
জায়শুল,4
খুযায়ী,4
সিরিয়া),4
"আয়াত,",4
বংশীয়।,4
টাকওয়ালা,4
রটনায়,3
কামড়িয়ে,3
ঘুমিয়েছিলেন।,3
ওয়ারকা,3
"চুলওয়ালা,",3
সময়ে।,3
(নুবূওয়াত,3
ওহায়ব,3
কায়স-এর,3
(হায়িয,3
ছায়াদানকারী,3
ছোয়া,3
কুরায়শদেরকে,3
"দাঁড়িয়ে,",3
মুসাল্লায়,3
শায়ত্বানের,3
পরিচালনায়,3
বায়দায়,3
পিয়ালা,3
রওযায়,3
লিখিয়েছেন,3
আনয়নকারী,3
নবূওয়াত,3
আওয়াজটি,3
হাইয়ান,3
"দেয়ার,",3
নয়!,3
আত্মীয়রা,3
সদাক্বায়ে,3
দায়িত্বাধীন,3
যাত্রায়,3
যুমায়ল,3
ওয়ার্হাম্নী,3
সায়িবাহ,3
গিয়েছিলেন?,3
বায়‘আতের,3
নিয়্যত,3
হয়না।,3
‘আয়িশাহহ,3
“কিয়ামাতের,3
দিয়্যাতের,3
বিজয়),3
আয়িয,3
ইয়াহ্ইয়াহ,3
সাফা-মারওয়ায়,3
আরায়্যার,3
নিয়েছেন।এখনো,3
ইয়াগুসের,3
(সাময়িক,3
মায়মুনাহ্‌,3
গিয়েছি;,3
আপ্যায়নের,3
সমস্যায়,3
পিটিয়ে,3
শয়তান।এখনো,3
ওয়াসাক্বের,3
ফিদ্ইয়্যাহ্,3
বিনয়ী,3
অনুযায়ী),3
বানায়,3
যু-তুয়া,3
(দু‘আয়),3
আস্‌ওয়াদ,3
এক-তৃতীয়াংশের,3
নিন্দনীয়,3
দিয়েছি।এখনো,3
ইয়াসার-এর,3
দেয়।’,3
এক-তৃতীয়াংশই,3
পীড়ায়,3
পর্যায়ভুক্ত।,3
বিষয়সহ,3
উপায়ে,3
বেপরওয়া,3
হুফায়দ,3
ওয়াহ্ব-এর,3
"গিয়েছেন,",3
মাহ্ইয়া-,3
কিল্লায়,3
লাগিয়েছিলেন।এখনো,3
জায়গাটুকু,3
(‘উরওয়াহ্‌),3
তায়েফের,3
ওয়াসাল্লাম)এর,3
হাদিয়া।এখনো,3
সওয়ারীও,3
বিষয়টির,3
নেয়া।,3
সন্ধ্যাবেলায়,3
যায়নাব?,3
তায়ালিসাহ,3
(দয়ার,3
মেয়ে),3
জুবায়রের,3
দিয়েছিল।এখনো,3
হয়।[মুসলিম,3
উলাইয়া,3
সুলায়মানের,3
ওয়াবারাহ্,3
ওয়াহ্‌দাহূ,3
(সওয়ারী,3
বুনিয়াদ,3
(আবিসিনিয়ার,3
ওয়ানাক্কি,3
পৌঁছিয়েছেন।,3
চড়ায়।,3
সওয়াব),3
(দুনিয়ায়),3
প্রতীয়মান,3
আশ্রয়ের,3
জিযইয়াহ,3
"আইয়ুব,",3
কুবায়ব,3
যুগিয়েছে,3
প্রজ্ঞাময়।,3
আয়াতটি),3
‘লাব্বায়কা’,3
রয়েছ।,3
আত্মীয়-স্বজনদের,3
পছন্দনীয়?,3
দেওয়ালের,3
ওয়াতা‘আলা,3
আশায়।,3
সুলায়মকে,3
শুয়েছিলেন।,3
লিখিয়েছিলেন,3
বায়ান্ন,3
শত্রুতায়,3
"ওয়াক্কাস,",3
ইয়াহিয়া,3
আবায়াহ,3
"আইয়ূব,",3
সঙ্গীদ্বয়কে,3
[‘আয়েশা,3
তনয়),3
যাক্ওয়ান,3
বিষয়সমূহ,3
ফুটিয়ে,3
পৌছিয়েছেন।,3
হয়েছি;,3
চাঁদোয়া,3
এলিয়ে,3
যাওয়াকে,3
লি'আনকারীদ্বয়ের,3
(যায়দ),3
(নিয়োগকর্তা),3
মাহ্‌মিয়্যাহ্‌,3
সা’য়িদা,3
বায়তুল্লাহকে,3
মিনায়।,3
‘আমালনামায়,3
ওয়াহ্দাহু,3
পড়িয়েছেন।,3
দাঁড়িয়েছিলাম।,3
[যায়নাব,3
বর্ণিতঃউভয়ে,3
আয়লার,3
তৃতীয়াংশ।,3
নেয়।’,3
বিনিময়ের,3
সুলায়ম),3
তুলনায়।,3
জায়গাও,3
"দয়া,",3
ওয়াবারাকাতুহু’,3
নিয়েছেন),3
খুবায়ব!,3
অসিয়াত,3
দিয়েছেন-,3
আরায়ার,3
শরীয়ত,3
বেচায়,3
ওয়াক্কাসের,3
ধারণায়,3
ইয়ামামাহ্,3
‘আয়িশাকে,3
হৃদয়কে,3
বর্ণিতঃ‘আয়িশাহ,3
অনুযায়ী।,3
ওয়াক্কাস),3
বর্ণিতঃহুমায়দ,3
এক-তৃতীয়াংশ?,3
অনুসরণীয়,3
ওয়ারিসদের,3
ওয়ামিলআ,3
(দেয়ালে),3
ওয়ারস্‌,3
লায়লার,3
হুঁশিয়ার!,3
নিয়ত।,3
হুইয়াই,3
‘ওয়াল্ল-হু,3
লুওয়াই-,3
“আয়,3
ওয়াকিফী,3
নিতাকায়ন’,3
পায়?,3
যাতনায়,3
রাখায়,3
বেলায়ই,3
(‘আয়েশা),3
ক্বাসওয়ার,3
দৌঁড়িয়ে,3
সিয়ামই,3
যিয়াদের,3
সুফিয়ানকে,3
সিরিয়াবাসী),3
মদ্যপায়ীর,3
'আয়িশাহ!,3
সানা-য়ি,3
দু’সময়ে,3
রিযওয়ান,3
লিহয়ান,3
সর্বাবস্থায়,3
দায়িত্বশীল;,3
দিয়ে।এখনো,3
দিয়েছেন”,3
বায়তুল্লাহ্য়,3
কাফেলায়,3
"হয়েছিলাম,",3
আয়মানের,3
হয়েছিল।(আধুনিক,3
রোগশয্যায়,3
জুরায়জ-এর,3
হুলায়ফায়,3
পিতৃপরিচয়,3
স্থানদ্বয়ের,3
‘উয়াইনার,3
রিওয়াত,3
(বিক্রয়,3
গীর্জায়,3
ন্যায়নিষ্ঠ,3
দিহ্‌য়াকে,3
বায়আতের,3
রুকু’-সাজদায়,3
ওয়ারিসগণের,3
মেয়ে!,3
ইয়াদাইন’,3
তন্দ্রায়,3
(‘আয়িশাহ্),3
পায়াগুলো,3
(ইয়াহূদীরা),3
"চেয়েছেন,",3
হয়েছে”-,3
গোসলখানায়,3
ক্বায়িফ,3
'উরওয়াহ্,3
উভয়টিকে,3
"ওয়াহ্‌ব,",3
"ওয়ালীদ,",3
অবয়বে,3
নিরুপায়,3
রাবী‘য়া,3
বেড়ায়।,3
আরায়াকৃত,3
সূয়িল,3
প্রক্রিয়ার,3
পেয়ো,3
‘ইবাদাতখানায়,3
"বয়সে,",3
আয়াতখানা,3
বিদায়ী,3
ওয়াসিয়্যাতের,3
রুআয়বাহ্,3
পায়গাম,3
আলূওয়াহ্,3
রাওযায়ে,3
চেষ্টায়,3
(তাওয়াফের),3
সময়েও,3
হুওয়াইয়িসাহ্‌,3
কু‘আয়স,3
"দিয়েছিলে,",3
অনুগ্রহপরায়ণ,3
পরম্পরায়,3
পানীয়ই,3
বায়দার,3
দীর্ঘকায়,3
"খাওয়াও,",3
স্থায়িত্ব,3
প্রায়শ,3
এমতাবস্থায়ও,3
'উকায়ল,3
(সংকটময়),3
কামনায়,3
লুয়াই,3
বাক-বিতণ্ডায়,3
আউয়াল,3
প্রিয়জন,3
গোয়েন্দাগিরি,3
বর্ণিতঃইয়াযীদ,3
মিয়াদ,3
হয়:,3
হাবাশায়,3
(হাওয়াযিন,3
হয়েছে।[মুসলিম,3
নাবিয়্যু,3
বিজয়।,3
ফিদয়া,3
নিয়্যাতকারী,3
দুনিয়াকে,3
সোয়াদ,3
পর্যায়ের।,3
জায়িয?,3
যাকারিয়া,3
যয়নব,3
"ভাইয়ের,",3
পীড়াদায়ক,3
মহিমাময়,3
দিয়েছিলেন।(আধুনিক,3
খাওয়াতাম,3
(সওয়াবের,3
আয়েশাহ,3
ওয়ালী),3
কায়নুকার,3
কোণায়,3
এমতাবস্হায়,3
খায়ে,3
কয়েকজনের,3
তৃতীয়জন,3
কুয়ায়,3
(দিয়ে,3
হয়েছে?’,3
যায়দ!,3
সিয়ামকে,3
বর্তায়।,3
(আল-মায়িদাহ,3
বাবা-মায়ের,3
অনুযায়ীই,3
হুসায়ন-এর,3
কু’আয়সের,3
(পরিধেয়,3
সুহায়ল-এর,3
নয়)।,3
ফায়দা,3
রয়েছি।,3
রওয়াহাহ্,3
হুয়াইকে,3
নিয়েছ।,3
['আয়িশাহ্‌,3
গিয়াস,3
দিয়েছেন)।,3
মুসাইয়াব,3
পরিচায়ক।,3
মিলিয়ে),3
সিরিয়াবাসীগণ,3
দাড়িঁয়ে,3
ফিদইয়াহ্,3
(‘আয়িশাহ),3
ওয়ায়েলের,3
ওয়াস্‌ওয়াসা,3
চাওয়া।,3
অবস্থায়ই),3
গোত্রীয়রা,3
মু’আয়ক্বীব,3
মু'আবিয়াহ্,3
দিয়েছে;,3
শুনিয়েছিলেন।,3
শায়েস্তা,3
মেয়াদের,3
বেয়াড়া,3
চেয়েছেন?,3
সওয়ারির,3
‘আওয়াম,3
হায়েযে,3
ওয়াজ্‌’আল,3
কুরায়েশ,3
(শাও্‌ওয়াল,3
ন্যায়’।,3
ওয়াক্তেই,3
ওয়ালায্,3
ইয়া’কুব,3
মুসল্লায়,3
শুয়াইব,3
ওয়াসিলাহ্‌,3
ঝরায়,3
ভয়ভীতির,3
হস্তদ্বয়ে,3
লজ্জায়,3
"নিশ্চয়ই,",3
"সুলায়ম,",3
গিয়েছিলাম?,3
মদ্যপায়ীকে,3
মালিকানায়,3
যায়লায়ী,3
আদায়ের),3
দুয়ার,3
লাব্বায়কা।”,3
বর্ণিতঃরিওয়ায়াতে,3
খত্বা-ইয়া-ইয়া,3
মু’আবিয়াকে,3
ওয়াসাল্লাম)বলেছেনঃ,3
‘ইয়ায,3
‘আয়িশা),3
রয়েছে।(আধুনিক,3
ত্বিওয়া,3
দয়াময়ের,3
সকালবেলায়,3
মায়সারা,3
পেশাব-পায়খানা,3
(ক্বিয়ামতের,3
ভাইয়েরা!,3
নয়ত,3
(বায়তুল্লাহ),3
রগড়িয়ে,3
(‘উরওয়াহ),3
বাকিয়্যাহ,3
কায়সান,3
সওয়ারীটি,3
বিনিমিয়ে,3
সাইয়িদ,3
বিনয়ের,3
‘আয়র,3
(বয়সে,3
সিরিয়াবাসীরা,3
দেখিয়েছে।,3
সাওয়াব),3
তদানুযায়ী,3
যূল-ইয়াদাইন,3
রাইয়্যান,3
শুরুয়া,3
চাটায়।,3
নুসায়বা,3
"হয়েছে।
তবে",3
নেয়।(আধুনিক,3
সমবয়স্ক,3
পেয়েছি।(আধুনিক,3
জাঙ্গিয়া,3
আল-লায়স,3
বিনিময়ই,3
উমায়্যার,3
তাকওয়ার,3
‘লিয়ান’,3
"যুল-হুযায়ফাহ,",3
(তিলাওয়াতের,3
হিদায়েত,3
চয়ন,3
ছেলেমেয়েরা,3
আল্লাহ্‌য়,3
ধুয়েছেন,3
সাওয়ারীটি,3
"হয়।
(ই.ফা.",3
সহীফায়,3
মালায়িকারা,3
সহায়তাকারী,3
ইয়ামামাবাসীদের,3
উবায়র,3
ওয়াক্ত।,3
অসুবিধায়,3
গিয়েছেন?,3
হওয়াটাই,3
দুর্ভাবনায়,3
দু’য়া,3
আহ্ওয়াল,3
হৃদয়-মন,3
নিয়োগকারী,3
ছায়াতলে,3
নেওয়া,3
হয়েছিলেন।এখনো,3
(সিরিয়া),3
‘আয়িশাহ্‌(রাঃ),3
"যায়নি,",3
(ইয়াহূদীদের,3
গর্ভাবস্থায়,3
রাবি’য়া,3
খেয়েছেন।,3
জায়গাতেই,3
হারূরিয়াহ,3
যুল-হুলায়ফাহ,3
স্তন্যদায়িনী,3
আজ্‌ওয়া,3
সংশয়),3
বর্ণিতঃহুসায়ন,3
প্রয়োজনও,3
ভয়াবহ।,3
যিম্মায়।,3
আত্মীয়-স্বজনকে,3
শুয়েছিলাম।,3
মিগওয়াল,3
আঙ্গুলদ্বয়,3
‘উক্বায়লী,3
জুমু‘আয়,3
ইয়াযীদকে,3
পাঠিয়েছেন?,3
হয়।),3
"ক্বিয়াম,",3
মুকাবালায়,3
সফিয়্যার,3
"বর্ণনায়,",3
উদারাময়,3
কয়েদীদের,3
[আয়িশাহ্‌,3
পালায়।,3
ওয়াদীতে,3
জায়েয,3
সুলায়ক,3
নয়শ’,3
বিনিময়),3
ওয়ারাহূ,3
খায়সামাহ্‌,3
গণনায়,3
‘যারওয়ান’,3
দায়িত্বে।,3
মাক্কাহয়,3
সিয়াম।,3
নিয়মের,3
ওয়াসাকের,3
সিয়ামব্রত,3
‘আওয়ানাহ্,3
কু’আয়স-এর,3
ইয়ামানবাসীগণ,3
বর্ণিতঃওয়াকী,3
ইয়াহুদীকে,3
পঁচিয়ে,3
উভয়েরই,3
সফ্‌ওয়ান,3
পৌঁছায়।,3
(হৃদয়,3
রেওয়ায়াত,3
সঞ্চয়কারী,3
সাওয়াবই,3
রুবাইয়্যি,3
ফায়সালাই,3
(ইয়াহূদী),3
উটিয়ে,3
উকীয়্যাহ্‌,3
পালনীয়,3
শিংওয়ালা,3
"“হায়,",3
পলায়নপর।,3
নুইয়ে,3
পিত্রালয়ে,3
"মেয়ে,",3
খাওয়ায়।,3
দয়ালু।”,3
ইয়ামানবাসীরা,3
‘আলায়কুম,3
প্রয়োগকারীকে,3
ইয়ারমুক,3
ক্বায়স(রাঃ),3
হাজতওয়ালা,3
সুফ্‌ইয়ান-,3
কুনীয়াতের,3
ন্যায়।(আধুনিক,3
বাড়িয়েছেনঃ,3
মুতয়িম,3
ছয়দিন,3
‘আওয়ালী,3
ইয়া‘কূব-এর,3
নির্ণয়ের,3
ছায়াদার,3
দয়ালু”-,3
খাওয়াতেন।,3
মুয়াজ্জিনকে,3
দেয়-,3
পুত্রদ্বয়,3
বয়ঃকনিষ্ঠ,3
তৃতীয়টা,3
ওয়ালা-মু’তিয়া,3
আবূহুরায়রা,3
রওযায়ে,2
জানুদ্বয়,2
যায়নাব!,2
কায়লূলাহ,2
ওয়ানাক্কিহী,2
খবা-য়িস”,2
ভয়ও,2
সুফ্‌ইয়ান-এর,2
মুয়ায়ত,2
(বর্ণনায়,2
পুণ্যময়,2
ধেয়ে,2
হুনাইয়াহ,2
তাওয়াফটি,2
তারবিয়ার,2
লি’য়ান,2
যামানায়],2
অসীয়ত।,2
আল-লায়সী,2
‘আ-ফিয়াহ্”,2
শায়িত),2
ছোয়াদ,2
“এড়িয়ে,2
ওয়াসাল্লাম)বললেনঃ,2
(হায়স),2
ধুঁয়ার,2
বিষয়-,2
চিন্তায়ই,2
লাবণ্যময়,2
বন্দীখানায়,2
প্রত্যাশায়,2
গোয়েন্দাকে,2
গেঁয়ো,2
আত্মীয়বর্গ,2
হারুরিয়্যাহ্‌?,2
হাত-পায়ের,2
সায়িবাহ্,2
ইলায়ক”,2
উয়াইনাকেও,2
বিকায়ার,2
দয়ার্দ্রতা,2
পেয়ালা।,2
যুআয়ব,2
দিয়েছেন?’,2
সুপেয়,2
পাঠিয়েছে?,2
বয়সও,2
ওয়াক্কাসকে,2
লুকায়িত,2
যায়দ।,2
জেলখানায়,2
অশোভনীয়,2
সাজদাহ্য়,2
ওয়া’আলা-‘ইবা-দিল্লা,2
ওয়াহ্ব),2
হওয়াকালীন,2
['উরওয়াহ,2
সুলায়মও,2
যায়নাবকে),2
(রহ.).....‘আয়িশাহ,2
ফাইয়ের,2
(মু‘আবিয়াহ,2
সাওয়াল,2
খাওয়াবেন।,2
ইয়ামনে,2
বিক্রয়যোগ্য,2
নুগায়র?,2
নিরাময়।,2
আসিয়াহ্,2
দায়িত্ব”-,2
যামানায়),2
ওয়াদাবদ্ধ,2
শোয়ালেন,2
চেয়েছিলে?,2
চেয়ো,2
বিস্ময়করভাবে,2
দিহ্‌ইয়াতুল,2
দয়া।,2
বাইয়াত,2
হয়ে।,2
ই‘য়ালা,2
(দয়ার),2
চরিয়েছ।,2
"বসিয়েছিলেন,",2
প্রয়োজনাতিরিক্ত,2
আয়াতটি-,2
পাওয়া),2
বাড়িয়ে),2
"রয়েছে।
(ই.ফা.",2
ওয়ামিন্,2
নি‘য়ামাত,2
‘উবায়দাহ,2
মুহাইয়িসাহ,2
নেয়া),2
পৌঁছিয়েছি?,2
ওয়াসাল্লাম)-কে],2
স্থিতাবস্থায়,2
প্রিয়তর,2
হৃদয়),2
মু’আওয়ামাহ্‌,2
রিওয়ায়ত,2
"নয়।
আমি",2
ন্যয়,2
সম্প্রদায়গুলোর,2
রয়েছে।”,2
হুলায়ফাহ্‌,2
(ঘুমিয়ে),2
অবস্থায়”,2
(ক্বিয়ামাতে),2
(সাময়িকভাবে),2
মাদীনায়।,2
দারাওয়ার্দী,2
বর্ণিতঃইয়াহূদীরা,2
দু’চোয়ালের,2
বর্ণিতঃকুরায়শরা,2
‘বায়দা’,2
'উবায়দুল্লাহ,2
‘আদাবিয়্যাহ,2
হাইয়্যানের,2
ইয়াহূদীও,2
"হুশায়ম,",2
শেয়ালের,2
ক্রয়কৃত,2
সাফ্‌ওয়ান,2
রাজকীয়,2
"‘আয়িশা,",2
মালায়িকাহ্‌),2
তায়মা,2
ওয়ারিসরা,2
ক্বাস্‌ওয়া,2
ওয়াক্‌ফে,2
তাক্বওয়ার,2
তনয়া,2
(দায়িত্ব,2
খেয়েছে।,2
বর্ণিতঃমদিনায়,2
‘উমায়র!,2
পিঁয়াজের,2
কয়েকদিনের,2
দান-খায়রাত,2
বুঝিয়েছেন।এখনো,2
দয়ালু-,2
বগলদ্বয়ের,2
খতা-ইয়া-,2
‘‘নিশ্চয়,2
ভয়ংকর,2
পায়খানাগুলো,2
হয়’-,2
কুরাশিয়াহ,2
"বয়োজ্যেষ্ঠকে,",2
ভাইয়ের),2
বর্ণিতঃমারওয়ানের,2
দাঁড়িয়েছি।,2
বেদনাদায়ক,2
বর্ণিতঃতাওয়াফে,2
ছয়জনের,2
দ্বিতীয়বারও,2
আসাদিয়্যাহ্,2
(জাহিলিয়্যাত,2
তাওয়াক্কুল,2
মায়মুনাহ্‌-এর,2
খ্বাতা-ইয়া-,2
অনুনয়-বিনয়ের,2
কয়লার,2
ওয়াদা’,2
শামিয়্যাহ্,2
উওয়াইমিরকে,2
পিত্রালয়ে),2
(নুবূওয়াতের,2
‘'আয়িশাহ্‌,2
অবস্থায়)।,2
খায়ল,2
ধসিয়ে,2
চেয়ে),2
হুওয়াইসাহ,2
যুবায়ব,2
ইবাদতখানায়,2
চেয়েছিলেন।এখনো,2
‘উইয়াইনাহ,2
চোখওয়ালা,2
মালায়িকাকে,2
তানয়ীম,2
"যে,‘আয়িশা",2
জ্বালিয়েছ?,2
আবহাওয়ার,2
ধারনায়,2
মুয়াযযিনকে,2
দিয়েছি।”,2
নু’আয়মানের,2
সামলিয়ে,2
নিয়ম-নীতি,2
ফারায়িয,2
সন্ধিনামায়,2
ভয়।,2
দীয়াত,2
সময়ে)।,2
(সিয়াম,2
"জন্মায়,",2
আইয়্যাশকে,2
উভয়টাই,2
কাস্‌ওয়া,2
মালাকদ্বয়,2
"করতেনঃ“হায়,",2
ন্যায়)।,2
(রাযিয়াল্লাহু,2
পাথরময়,2
সময়।এখনো,2
বেলায়ও,2
[ইয়াহ্ইয়া,2
“ক্বিয়ামাত,2
বাল্যাবস্থায়,2
(খাওয়া),2
বেরিয়েছে।,2
ওয়াককাস,2
দিয়েছে।’,2
"দায়মুক্ত,",2
লুতাবিয়্যা,2
মুতওয়াল্লী,2
গিয়েছ?,2
নড়াচড়ায়।এখনো,2
ত্বওয়াফই,2
ওয়ায়িলের,2
ওয়ারিশের,2
আয়াতকে,2
চুলায়,2
('আয়িশা),2
রাব্বিয়াল,2
ওয়াক্কাস।,2
করিয়েছিলেন?,2
সম্প্রদায়ের),2
গাযওয়ান,2
‘উবায়দ-এর,2
হয়েছে)।(আধুনিক,2
তৃতীয়টার,2
'উমায়রকে,2
রুওয়ায়ছা’র,2
(ভয়ের,2
বর্ণিতঃসুফইয়ান,2
"ঘটিয়েছি,",2
খায়বারবাসীদের,2
প্রয়োজনবশত,2
(ধুয়া),2
"নিয়ে,",2
হয়েছে”।,2
রোগাবস্থায়,2
খেয়ানত,2
হুরায়রা্‌র,2
ওয়া’লাহ্‌,2
ওয়ালা-কুও্‌ওয়াতা,2
আশ্রয়দান,2
আইয়্যুহান,2
‘উলয়া,2
মুঠায়,2
খায়ের,2
হয়েছিলেন-,2
করায়ত্ব,2
রেখায়,2
নাজওয়া,2
হুয়ায়্যী।,2
শেরওয়ানী,2
সুহায়েল,2
ময়লা-আবর্জনা,2
হুরায়রা্‌(রাঃ),2
হুরায়য়া,2
(বিষয়),2
তৃতীয়।এখনো,2
সাইয়াদকে),2
‘নিতাকায়ন’,2
"না।
হুমায়দ",2
(বায়ু,2
যায়-,2
‘দুনিয়ার,2
যয়নাব,2
নিয়ন্ত্রক।,2
“বিদায়,2
হয়েছিলো।,2
আম্বিয়া-এ-কিরামের,2
হুসায়ন।,2
আত্মীয়গণকে,2
ধূলোয়,2
ওয়াবারাহ্‌,2
অত্যাবশ্যকীয়,2
(গায়ে,2
বাড়িয়েছেন।,2
সয়,2
উমাইয়াহ!,2
খাওয়াও।এখনো,2
নিয়ে?,2
দিয়ে।(আধুনিক,2
সহায়ক,2
দিয়েছো?,2
"নিয়েছিলাম,",2
উমাইয়াহ্‌কে,2
যায়িদইব্‌ন,2
'উয়াইনাহ্‌,2
বিষয়সমূহে,2
(সাফা-মারওয়ার,2
যুহায়ফা,2
বুওয়াইরাহ,2
বর্ণিতঃমু‘আবিয়াহ,2
মিস্ওয়াকটি,2
কেনানায়,2
"বেরিয়েছেন,",2
খাটিয়ার,2
বদলায়,2
বৈষয়িক,2
অপচয়,2
‘উয়ায়নাহ্,2
হয়নি”-,2
শাইয়্যিন,2
নয়।ইয়া,2
‘হায়স’,2
আকওয়া’!,2
‘হায়াত’,2
ঘোড়সওয়ারের,2
হুয়াঈ,2
দিহইয়া,2
হুশিয়ার!,2
রিয়ায়া,2
হুদাইবিয়ায়,2
হেলিয়ে,2
ক্বায়স),2
আইয়্যামে,2
দুনিয়াও,2
ইয়াযানী,2
দাঁড়িয়েছে।,2
আব্‌ইয়াযু,2
উপায়ান্তর,2
"শু’আয়ব,",2
আবর্জনায়,2
যায়েদের,2
সঞ্চয়ের,2
কাটিয়েছিলাম।,2
শীর্ণকায়,2
নিরাময়ের,2
(ওয়াল,2
জাওয়ান,2
হয়নি।(১),2
আম্বিয়ায়ে,2
শুরুয়ায়,2
নেয়-,2
আয়াতটুকু,2
"ভয়ে,",2
অভিপ্রায়ে,2
শুনিয়েছেন।এখনো,2
ইয়াহুদিনী,2
ছিনতাইয়ের,2
‘ইয়ালামলাম’,2
(ক্ষমতায়,2
উসায়র-এর,2
‘উবায়দুল্লাহ্‌র,2
সুলামিয়্যাহ্,2
ত্বরায়,2
‘উভয়,2
দু’ওয়াক্ত,2
[ইয়াকুব,2
টপকিয়ে,2
"পছন্দনীয়,",2
তাইয়্যিবা-তু,2
(হুমায়দ,2
রোগ-যাতনায়,2
মুয়াল্লা,2
দূষনীয়,2
ইয়ামীনী,2
বৃহদাকায়,2
শোচনীয়,2
ওয়াসাল্লাম)–এর,2
ঘটনায়),2
ফায়দাহ,2
মিয়াদে,2
‘শয়তান,2
"শায়িত,",2
হাদিয়্যাহ্।”,2
তিলাওয়াতকারী,2
যিম্মায়।এখনো,2
হুরায়রা(,2
জায়িয।এখনো,2
‘উকিয়া’,2
জায়গাটিতে,2
মাক্কাহ্য়,2
